"msa.name","msa.code","mean"
"Chicago-Gary-Kenosha  IL-IN-WI CMSA ",9999,2712.0625
"Chico-Paradise  CA MSA ",9999,90.75
"Cincinnati-Hamilton  OH-KY-IN CMSA ",9999,844.166666666667
"Clarksville-Hopkinsville  TN-KY MSA ",9999,101.375
"Cleveland-Akron  OH CMSA ",9999,757.125
"Colorado Springs  CO MSA ",9999,424.583333333333
"Columbia  MO MSA ",9999,92.375
"Columbia  SC MSA ",9999,342.958333333333
"Columbus  GA-AL MSA ",9999,91.9583333333333
"Columbus  OH MSA ",9999,857.166666666667
"Corpus Christi  TX MSA ",9999,72.1666666666667
"Cumberland  MD-WV MSA ",9999,13.3541666666667
"Dallas-Fort Worth  TX CMSA ",9999,3172.83333333333
"Danville  VA MSA ",9999,24.8958333333333
"Davenport-Moline-Rock Island  IA-IL MSA ",9999,42.1666666666667
"Dayton-Springfield  OH MSA ",9999,181.645833333333
"Daytona Beach  FL MSA ",9999,492.5
"Decatur  Al MSA ",9999,30
"Decatur  IL MSA ",9999,15.2291666666667
"Denver-Boulder-Greeley  CO CMSA ",9999,1639.70833333333
"Des Moines  IA MSA ",9999,256.5625
"Detroit-Ann Arbor-Flint  MI CMSA ",9999,1714.20833333333
"Dothan  AL MSA ",9999,29.1666666666667
"Dover  DE MSA ",9999,103.083333333333
"Dubuque  IA MSA ",9999,17.5416666666667
"Duluth-Superior  MN-WI MSA ",9999,51.1458333333333
"Eau Claire  WI MSA ",9999,62.0625
"El Paso  TX MSA ",9999,271.020833333333
"Elkhart-Goshen  IN MSA ",9999,77.375
"Elmira  NY MSA ",9999,4.1875
"Enid  OK MSA ",9999,4.6875
"Erie  PA MSA ",9999,27
"Eugene-Springfield  OR MSA ",9999,106.3125
"Evansville-Henderson  IN-KY MSA ",9999,105.354166666667
"Fargo-Moorhead  ND-MN MSA ",9999,69.7291666666667
"Fayetteville  NC MSA ",9999,92.7916666666667
"Fayetteville-Springdale-Rogers  AR MSA ",9999,177.645833333333
"Flagstaff  AZ-UT MSA ",9999,62.3333333333333
"Florence  AL MSA ",9999,8.58333333333333
"Florence  SC MSA ",9999,34.2291666666667
"Fort Collins-Loveland  CO MSA ",9999,222.916666666667
"Fort Myers-Cape Coral  FL MSA ",9999,571.416666666667
"Fort Pierce-Port St. Lucie  FL MSA ",9999,340.5625
"Fort Smith  AR-OK MSA ",9999,34.375
"Fort Walton Beach  FL MSA ",9999,110.770833333333
"Fort Wayne  IN MSA ",9999,214.104166666667
"Fresno  CA MSA ",9999,364.875
"Gadsden  AL MSA ",9999,8.625
"Gainesville  FL MSA ",9999,99.1875
"Glens Falls  NY MSA ",9999,36.5833333333333
"Goldsboro  NC MSA ",9999,36.0416666666667
"Grand Forks  ND-MN MSA ",9999,8.29166666666667
"Grand Junction  CO MSA ",9999,103.958333333333
"Grand Rapids-Muskegon-Holland  MI MSA ",9999,497.3125
"Great Falls  MT MSA ",9999,8.79166666666667
"Green Bay  WI MSA ",9999,80.7083333333333
"Greensboro--Winston-Salem--High Point  NC MSA ",9999,706.458333333333
"Greenville  NC MSA ",9999,65.3541666666667
"Greenville-Spartanburg-Anderson  SC MSA ",9999,536.208333333333
"Harrisburg-Lebanon-Carlisle  PA MSA ",9999,141.541666666667
"Hartford  CT MSA ",9999,262.875
"Hattiesburg  MS MSA ",9999,7.625
"Hickory-Morganton-Lenoir  NC MSA ",9999,146.1875
"Honolulu  HI MSA ",9999,147.729166666667
"Houma  LA MSA ",9999,64.6875
"Houston-Galveston-Brazoria  TX CMSA ",9999,2737.20833333333
"Huntington-Ashland  WV-KY-OH MSA ",9999,4.35416666666667
"Huntsville  AL MSA ",9999,88.7916666666667
"Indianapolis  IN MSA ",9999,1116.625
"Iowa City  IA MSA ",9999,40.7291666666667
"Jackson  MI MSA ",9999,9.47916666666667
"Jackson  MS MSA ",9999,205.291666666667
"Jackson  TN MSA ",9999,47.4791666666667
"Jacksonville  FL MSA ",9999,851.395833333333
"Jacksonville  NC MSA ",9999,66.0833333333333
"Jamestown  NY MSA ",9999,1
"Janesville-Beloit  WI MSA ",9999,21.7083333333333
"Johnson City-Kingsport-Bristol  TN-VA MSA ",9999,85.8333333333333
"Johnstown  PA MSA ",9999,4.25
"Jonesboro  AR MSA ",9999,31.0208333333333
"Joplin  MO MSA ",9999,17.2083333333333
"Kalamazoo-Battle Creek  MI MSA ",9999,90.5
"Kansas City  MO-KS MSA ",9999,864.166666666667
"Killeen-Temple  TX MSA ",9999,126.645833333333
"Knoxville  TN MSA ",9999,281.125
"Kokomo  IN MSA ",9999,28.8333333333333
"La Crosse  WI-MN MSA ",9999,27.1041666666667
"Lafayette  IN MSA ",9999,69.4791666666667
"Lafayette  LA MSA ",9999,101.645833333333
"Lake Charles  LA MSA ",9999,66.8958333333333
"Lakeland-Winter Haven  FL MSA ",9999,366.395833333333
"Lancaster  PA MSA ",9999,92.0833333333333
"Lansing-East Lansing  MI MSA ",9999,102.1875
"Laredo  TX MSA ",9999,126.229166666667
"Las Cruces  NM MSA ",9999,74.6041666666667
"Las Vegas  NV-AZ MSA ",9999,2098.14583333333
"Lawrence  KS MSA ",9999,38.5625
"Lawton  OK MSA ",9999,10.8958333333333
"Lewiston-Auburn  ME MSA ",9999,18.6875
"Lexington  KY MSA ",9999,268.604166666667
"Lima  OH MSA ",9999,5.97916666666667
"Lincoln  NE MSA ",9999,114.520833333333
"Little Rock-North Little Rock  AR MSA ",9999,214.895833333333
"Longview-Marshall  TX MSA ",9999,13.7708333333333
"Los Angeles-Riverside-Orange County  CA CMSA ",9999,3698.20833333333
"Louisville  KY-IN MSA ",9999,485.6875
"Lubbock  TX MSA ",9999,89.4375
"Lynchburg  VA MSA ",9999,89.8958333333333
"Macon  GA MSA ",9999,172.708333333333
"Madison  WI MSA ",9999,176.958333333333
"Mansfield  OH MSA ",9999,27.5416666666667
"McAllen-Edinburg-Mission  TX MSA ",9999,443.645833333333
"Medford-Ashland  OR MSA ",9999,117.5
"Melbourne-Titusville-Palm Bay  FL MSA ",9999,375.875
"Memphis  TN-AR-MS MSA ",9999,560.104166666667
"Merced  CA MSA ",9999,130.3125
"Miami-Fort Lauderdale  FL CMSA ",9999,1097.27083333333
"Milwaukee-Racine  WI CMSA ",9999,359.895833333333
"Minneapolis-St. Paul  MN-WI MSA ",9999,1478.875
"Missoula  MT MSA ",9999,29.0833333333333
"Mobile  AL MSA ",9999,297.5625
"Modesto  CA MSA ",9999,254.354166666667
"Monroe  LA MSA ",9999,34.0625
"Montgomery  AL MSA ",9999,106.041666666667
"Muncie  IN MSA ",9999,19.2291666666667
"Myrtle Beach  SC MSA ",9999,193.854166666667
"Naples  FL MSA ",9999,323.145833333333
"Nashville  TN MSA ",9999,860.666666666667
"New London-Norwich  CT-RI MSA ",9999,77.125
"New Orleans  LA MSA ",9999,305.541666666667
"New York-Northern New Jersey-Long Island  NY-NJ-CT-PA CMSA ",9999,2344.125
"Norfolk-Virginia Beach-Newport News  VA-NC MSA ",9999,602.145833333333
"Ocala  FL MSA ",9999,345.3125
"Odessa-Midland  TX MSA ",9999,27.2916666666667
"Oklahoma City  OK MSA ",9999,420.583333333333
"Omaha  NE-IA MSA ",9999,336.479166666667
"Orlando  FL MSA ",9999,1486.89583333333
"Owensboro  KY MSA ",9999,56.6875
"Panama City  FL MSA ",9999,84.125
"Parkersburg-Marietta  WV-OH MSA ",9999,14.0625
"Pensacola  FL MSA ",9999,233.791666666667
"Peoria-Pekin  IL MSA ",9999,81.875
"Philadelphia-Wilmington-Atlantic City  PA-NJ-DE-MD CMSA ",9999,1483.5
"Phoenix-Mesa  AZ MSA ",9999,3197
"Pine Bluff  AR MSA ",9999,9.58333333333333
"Pittsburgh  PA MSA ",9999,416.270833333333
"Pittsfield  MA MSA ",9999,0.729166666666667
"Pocatello  ID MSA ",9999,10.5
"Portland  ME MSA ",9999,107.9375
"Portland-Salem  OR-WA CMSA ",9999,982.75
"Providence-Fall River-Warwick  RI-MA MSA ",9999,193.3125
"Provo-Orem  UT MSA ",9999,211.395833333333
"Pueblo  CO MSA ",9999,89.4791666666667
"Punta Gorda  FL MSA ",9999,128.479166666667
"Raleigh-Durham-Chapel Hill  NC MSA ",9999,1139
"Rapid City  SD MSA ",9999,37.8958333333333
"Reading  PA MSA ",9999,71.1041666666667
"Redding  CA MSA ",9999,84.2083333333333
"Reno  NV MSA ",9999,314.208333333333
"Richland-Kennewick-Pasco  WA MSA ",9999,102.666666666667
"Richmond-Petersburg  VA MSA ",9999,529.458333333333
"Roanoke  VA MSA ",9999,81.1666666666667
"Rochester  MN MSA ",9999,91.2083333333333
"Rochester  NY MSA ",9999,150.729166666667
"Rockford  IL MSA ",9999,133.8125
"Rocky Mount  NC MSA ",9999,43.375
"Sacramento-Yolo  CA CMSA ",9999,1318.08333333333
"Saginaw-Bay City-Midland  MI MSA ",9999,35.1875
"Salinas  CA MSA ",9999,91.125
"Salt Lake City-Ogden  UT MSA ",9999,636.666666666667
"San Angelo  TX MSA ",9999,20.8125
"San Antonio  TX MSA ",9999,719.666666666667
"San Diego  CA MSA ",9999,773.979166666667
"San Francisco-Oakland-San Jose  CA CMSA ",9999,1240.125
"San Luis Obispo-Atascadero-Paso Robles  CA MSA ",9999,142.666666666667
"Santa Barbara-Santa Maria-Lompoc  CA MSA ",9999,72.7916666666667
"Santa Fe  NM MSA ",9999,48.9583333333333
"Sarasota-Bradenton  FL MSA ",9999,573.270833333333
"Savannah  GA MSA ",9999,129.9375
"Scranton--Wilkes-Barre--Hazleton  PA MSA ",9999,45.5
"Seattle-Tacoma-Bremerton  WA CMSA ",9999,1366.45833333333
"Sharon  PA MSA ",9999,9.1875
"Sheboygan  WI MSA ",9999,5.58333333333333
"Sherman-Denison  TX MSA ",9999,12.5208333333333
"Shreveport-Bossier City  LA MSA ",9999,95.9375
"Sioux City  IA-NE MSA ",9999,13.125
"Sioux Falls  SD MSA ",9999,130.0625
"South Bend  IN MSA ",9999,69.75
"Spokane  WA MSA ",9999,116.541666666667
"Springfield  IL MSA ",9999,50.9166666666667
"Springfield  MA MSA ",9999,54.75
"Springfield  MO MSA ",9999,172.083333333333
"St. Cloud  MN MSA ",9999,64.375
"St. Joseph  MO MSA ",9999,10.7916666666667
"St. Louis  MO-IL MSA ",9999,881.9375
"State College  PA MSA ",9999,34.8125
"Steubenville-Weirton  OH-WV MSA ",9999,4.4375
"Stockton-Lodi  CA MSA ",9999,461.166666666667
"Sumter  SC MSA ",9999,26.5208333333333
"Syracuse  NY MSA ",9999,67.0208333333333
"Tallahassee  FL MSA ",9999,119.333333333333
"Tampa-St. Petersburg-Clearwater  FL MSA ",9999,1381.75
"Terre Haute  IN MSA ",9999,15.2708333333333
"Texarkana  TX-Texarkana  AR MSA ",9999,18
"Toledo  OH MSA ",9999,143.354166666667
"Topeka  KS MSA ",9999,59
"Tucson  AZ MSA ",9999,471.958333333333
"Tulsa  OK MSA ",9999,286.9375
"Tuscaloosa  AL MSA ",9999,57.4375
"Tyler  TX MSA ",9999,28.2083333333333
"Utica-Rome  NY MSA ",9999,7.0625
"Victoria  TX MSA ",9999,13.25
"Visalia-Tulare-Porterville  CA MSA ",9999,145.25
"Waco  TX MSA ",9999,40.3125
"Washington-Baltimore  DC-MD-VA-WV CMSA ",9999,3267.125
"Waterloo-Cedar Falls  IA MSA ",9999,15.375
"Wausau  WI MSA ",9999,40.6458333333333
"West Palm Beach-Boca Raton  FL MSA ",9999,725.4375
"Wheeling  WV-OH MSA ",9999,1.58333333333333
"Wichita  KS MSA ",9999,156.708333333333
"Wichita Falls  TX MSA ",9999,19
"Wilmington  NC MSA ",9999,259.5625
"Yakima  WA MSA ",9999,25.375
"York  PA MSA ",9999,115.8125
"Youngstown-Warren  OH MSA ",9999,86.0208333333333
"Yuba City  CA MSA ",9999,68.2708333333333
"Yuma  AZ MSA ",9999,114.208333333333
"Auburn-Opelika  AL MSA ",9999,32.8888888888889
"Corvallis OR MSA ",9999,22.8888888888889
"Abilene  TX ",10180,20.9375
"Akron  OH ",10420,69.7291666666667
"Albany  GA ",10500,25.0555555555556
"Albany  OR ",10540,18.5416666666667
"Albany-Schenectady-Troy  NY ",10580,79.9027777777778
"Albuquerque  NM ",10740,255.166666666667
"Alexandria  LA ",10780,34.0555555555556
"Allentown-Bethlehem-Easton  PA-NJ ",10900,165.013888888889
"Altoona  PA ",11020,1.75
"Amarillo  TX ",11100,49.125
"Ames  IA ",11180,14.1111111111111
"Anchorage  AK ",11260,45.8958333333333
"Anderson  IN ",11300,13.2583333333333
"Anderson  SC ",11340,56.3916666666667
"Ann Arbor  MI ",11460,38.1597222222222
"Anniston-Oxford  AL ",11500,10.1
"Anniston-Oxford-Jacksonville  AL ",11500,5.20833333333333
"Appleton  WI ",11540,41.4722222222222
"Asheville  NC ",11700,156.270833333333
"Athens-Clarke County  GA ",12020,51.5
"Atlanta-Sandy Springs-Marietta  GA ",12060,2155.15
"Atlanta-Sandy Springs-Roswell  GA ",12060,1518.54166666667
"Atlantic City  NJ ",12100,131.212765957447
"Atlantic City-Hammonton  NJ ",12100,36.9690721649485
"Auburn-Opelika  AL ",12220,72.2916666666667
"Augusta-Richmond County  GA-SC ",12260,195.402777777778
"Austin-Round Rock  TX ",12420,1026.01041666667
"Austin-Round Rock-San Marcos  TX ",12420,608.854166666667
"Bakersfield  CA ",12540,279.041666666667
"Bakersfield-Delano  CA ",12540,100.875
"Baltimore-Towson  MD ",12580,413.408333333333
"Baltimore-Columbia-Towson  MD ",12580,411.916666666667
"Bangor  ME ",12620,15.2083333333333
"Barnstable Town  MA ",12700,42
"Baton Rouge  LA ",12940,283.604166666667
"Battle Creek  MI ",12980,4.5
"Bay City  MI ",13020,2.375
"Beaumont-Port Arthur  TX ",13140,48.3333333333333
"Beckley  WV ",13220,8.83333333333333
"Bellingham  WA ",13380,48.3055555555556
"Bend  OR ",13460,129.5
"Bend-Redmond  OR ",13460,111.375
"Billings  MT ",13740,39.8958333333333
"Binghamton  NY ",13780,2.9375
"Birmingham-Hoover  AL ",13820,279.694444444444
"Bismarck  ND ",13900,57.8402777777778
"Blacksburg-Christiansburg-Radford  VA ",13980,45.9583333333333
"Bloomington  IL ",14010,20.9166666666667
"Bloomington  IN ",14020,25.875
"Bloomington-Normal  IL ",14060,32.75
"Bloomsburg-Berwick  PA ",14100,5.70833333333333
"Boise City-Nampa  ID ",14260,363.5
"Boise City  ID ",14260,324.083333333333
"Boston-Cambridge-Quincy  MA-NH ",14460,412.991666666667
"Boston-Cambridge-Newton  MA-NH ",14460,395.041666666667
"Boulder  CO ",14500,33.3055555555556
"Bowling Green  KY ",14540,43.4930555555556
"Bradenton-Sarasota-Venice  FL ",14600,120.88
"Bremerton-Silverdale  WA ",14740,54.7986111111111
"Bridgeport-Stamford-Norwalk  CT ",14860,73.5208333333333
"Brownsville-Harlingen  TX ",15180,121.055555555556
"Brunswick  GA ",15260,44.8402777777778
"Buffalo-Niagara Falls  NY ",15380,75.7333333333333
"Buffalo-Cheektowaga-Niagara Falls  NY ",15380,72.375
"Burlington  NC ",15500,63.5486111111111
"Burlington-South Burlington  VT ",15540,27.8472222222222
"California-Lexington Park  MD ",15680,40.125
"Canton-Massillon  OH ",15940,41.4166666666667
"Cape Coral-Fort Myers  FL ",15980,496.506944444444
"Cape Girardeau-Jackson  MO-IL ",16020,8.16666666666667
"Cape Girardeau  MO-IL ",16020,5.04166666666667
"Carbondale-Marion  IL ",16060,0
"Carson City  NV ",16180,3.97222222222222
"Casper  WY ",16220,20.9791666666667
"Cedar Rapids  IA ",16300,57.2222222222222
"Chambersburg-Waynesboro  PA ",16540,22
"Champaign-Urbana  IL ",16580,27.9305555555556
"Charleston  WV ",16620,14.8819444444444
"Charleston-North Charleston  SC ",16700,497.676056338028
"Charleston-North Charleston-Summerville  SC ",16700,256.739726027397
"Charlotte-Gastonia-Concord  NC-SC ",16740,1170.15277777778
"Charlotte-Gastonia-Rock Hill  NC-SC ",16740,509.4375
"Charlotte-Concord-Gastonia  NC-SC ",16740,897.75
"Charlottesville  VA ",16820,60.1944444444444
"Chattanooga  TN-GA ",16860,124.541666666667
"Cheyenne  WY ",16940,30
"Chicago-Naperville-Joliet  IL-IN-WI ",16980,1821.13888888889
"Chicago-Joliet-Naperville  IL-IN-WI ",16980,450.25
"Chicago-Naperville-Elgin  IL-IN-WI ",16980,638.083333333333
"Chico  CA ",17020,46.6736111111111
"Cincinnati-Middletown  OH-KY-IN ",17140,432.591666666667
"Cincinnati  OH-KY-IN ",17140,275.958333333333
"Clarksville  TN-KY ",17300,117.465277777778
"Cleveland  TN ",17420,27.8819444444444
"Cleveland-Elyria-Mentor  OH ",17460,265.566666666667
"Cleveland-Elyria  OH ",17460,194.791666666667
"Coeur dAlene  ID ",17660,80.8263888888889
"College Station-Bryan  TX ",17780,69.1875
"Colorado Springs  CO ",17820,258.604166666667
"Columbia  MO ",17860,71.7638888888889
"Columbia  SC ",17900,329.930555555556
"Columbus  GA-AL ",17980,73.0138888888889
"Columbus  IN ",18020,18
"Columbus  OH ",18140,372.472222222222
"Corpus Christi  TX ",18580,100.819444444444
"Corvallis  OR ",18700,8.70833333333333
"Crestview-Fort Walton Beach-Destin  FL ",18880,68.5555555555556
"Cumberland  MD-WV ",19060,6.75694444444444
"Dallas-Fort Worth-Arlington  TX ",19100,2182.52777777778
"Dalton  GA ",19140,25.0909090909091
"Danville  IL ",19180,0.152777777777778
"Danville  VA ",19260,11.9583333333333
"Daphne-Fairhope-Foley  AL ",19300,102.208333333333
"Davenport-Moline-Rock Island  IA-IL ",19340,37.3888888888889
"Dayton  OH ",19380,92.9305555555556
"Decatur  AL ",19460,13.1041666666667
"Decatur  IL ",19500,4.22222222222222
"Deltona-Daytona Beach-Ormond Beach  FL ",19660,157.694444444444
"Denver-Aurora  CO ",19740,993
"Denver-Aurora-Broomfield  CO ",19740,372.803278688525
"Denver-Aurora-Lakewood  CO ",19740,723.041666666667
"Des Moines  IA ",19780,403.041666666667
"Des Moines-West Des Moines  IA ",19780,232.308333333333
"Detroit-Warren-Livonia  MI ",19820,501.533333333333
"Detroit-Warren-Dearborn  MI ",19820,411.375
"Dothan  AL ",20020,23.9305555555556
"Dover  DE ",20100,88.8055555555556
"Dubuque  IA ",20220,21.2638888888889
"Duluth  MN-WI ",20260,35.0277777777778
"Durham  NC ",20500,280.694915254237
"Durham-Chapel Hill  NC ",20500,150.752941176471
"East Stroudsburg  PA ",20700,8.70833333333333
"Eau Claire  WI ",20740,31.2152777777778
"El Centro  CA ",20940,38.0763888888889
"Elizabethtown  KY ",21060,33.3333333333333
"Elizabethtown-Fort Knox  KY ",21060,23.5416666666667
"Elkhart-Goshen  IN ",21140,36.8888888888889
"Elmira  NY ",21300,1.42361111111111
"El Paso  TX ",21340,242.701388888889
"Erie  PA ",21500,19.5277777777778
"Eugene-Springfield  OR ",21660,66.65
"Eugene  OR ",21660,40.5833333333333
"Evansville  IN-KY ",21780,54.2638888888889
"Fairbanks  AK ",21820,7.72916666666667
"Fargo  ND-MN ",22020,81.8819444444444
"Farmington  NM ",22140,21.1180555555556
"Fayetteville  NC ",22180,142.020833333333
"Fayetteville-Springdale-Rogers  AR-MO ",22220,181.652777777778
"Flagstaff  AZ ",22380,31.1180555555556
"Flint  MI ",22420,32.5347222222222
"Florence  SC ",22500,33.1388888888889
"Florence-Muscle Shoals  AL ",22520,16.7708333333333
"Fond du Lac  WI ",22540,6.34027777777778
"Fort Collins-Loveland  CO ",22660,104.175
"Fort Collins  CO ",22660,137.75
"Fort Smith  AR-OK ",22900,37.7708333333333
"Fort Walton Beach-Crestview-Destin  FL ",23020,71.6944444444444
"Fort Wayne  IN ",23060,91.5694444444444
"Fresno  CA ",23420,195.298611111111
"Gadsden  AL ",23460,7.72916666666667
"Gainesville  FL ",23540,55.0208333333333
"Gainesville  GA ",23580,60.75
"Gettysburg  PA ",23900,17.4166666666667
"Glens Falls  NY ",24020,25.5138888888889
"Goldsboro  NC ",24140,24.1515151515152
"Grand Forks  ND-MN ",24220,11.7291666666667
"Grand Island  NE ",24260,11.4583333333333
"Grand Junction  CO ",24300,63.2430555555556
"Grand Rapids-Wyoming  MI ",24340,144.729166666667
"Grand Pass  OR ",24420,14.375
"Grants Pass  OR ",24420,8
"Great Falls  MT ",24500,9.38888888888889
"Greeley  CO ",24540,153.5625
"Green Bay  WI ",24580,65.5208333333333
"Greensboro-High Point  NC ",24660,207.048611111111
"Greenville  NC ",24780,55.5972222222222
"Greenville  SC ",24860,306.585714285714
"Greenville-Mauldin-Easley  SC ",24860,415
"Greenville-Maudlin-Easley  SC ",24860,163.8125
"Greenville-Anderson-Maudlin  SC ",24860,295.875
"Greenville-Anderson-Mauldin  SC ",24860,299.1875
"Gulfport-Biloxi  MS ",25060,127.491666666667
"Gulfport-Biloxi-Pascagoula  MS ",25060,105.041666666667
"Hagerstown-Martinsburg  MD-WV ",25180,113.673611111111
"Hammond  LA ",25220,47.875
"Hanford-Corcoran  CA ",25260,26.1969696969697
"Harrisburg-Carlisle  PA ",25420,85.9097222222222
"Harrisonburg  VA ",25500,46.75
"Hartford-West Hartford-East Hartford  CT ",25540,109.666666666667
"Hattiesburg  MS ",25620,6.05555555555556
"Hickory-Lenoir-Morganton  NC ",25860,65.2083333333333
"Hilton Head Island-Bluffton-Beaufort  SC ",25940,68.9166666666667
